STN Code,lat,lon
5290,27.601029,88.45413638680145
5126,17.8495919,79.1151663
5133,17.335445749999998,78.52360837152344
5113,17.384265550000002,78.37023909426136
5055,17.8495919,79.1151663
4666,17.8495919,79.1151663
5112,17.4639147,78.40402950000001
4232,13.559633550000001,78.5068923529223
5116,17.8495919,79.1151663
4248,17.8495919,79.1151663
5132,17.8495919,79.1151663
5134,17.8495919,79.1151663
4671,17.8495919,79.1151663
5121,17.31270695,78.45490216547387
5128,17.31270695,78.45490216547387
4661,17.8495919,79.1151663
5036,17.8495919,79.1151663
4249,10.6281344,77.0123658
5124,17.8495919,79.1151663
1215,16.0889184,81.068598
5131,18.61213135,79.36848829954994
5163,22.9964948,87.6855882
